,files
620,"['international', 'agreement', 'sharing', 'benefit', 'genetic', 'resource', 'fair', 'equitable', 'country', 'ratified', 'international', 'treaty', 'plant', 'genetic', 'resource', 'food', 'agriculture', 'country', 'ratified', 'nagoya', 'protocol', 'access', 'genetic', 'resource', 'fair', 'equitable', 'sharing', 'benefit', 'arising', 'utilization', 'bilateral', 'support', 'biodiversity', 'amounted', 'increase', 'term', 'preserving', 'diverse', 'life', 'land', 'requires', 'targeted', 'effort', 'protect', 'restore', 'promote', 'conservation', 'sustainable', 'terrestrial', 'ecosystem', 'goal', 'focus', 'specifically', 'managing', 'forest', 'sustainably', 'restoring', 'degraded', 'land', 'successfully', 'combating', 'desertification', 'reducing', 'degraded', 'natural', 'habitat', 'ending', 'biodiversity', 'loss', 'world', 'forest', 'area', 'diminished', 'international_agreement', 'sharing_benefit', 'genetic_resource', 'fair_equitable', 'plant_genetic', 'food_agriculture', 'ratified_nagoya', 'genetic_resource', 'fair_equitable', 'sharing_benefit', 'arising_utilization', 'bilateral_support', 'increase_term', 'effort_protect', 'conservation_sustainable', 'degraded_land', 'natural_habitat', 'biodiversity_loss', 'forest_area']"
621,"['loss', 'mainly', 'attributable', 'conversion', 'forest', 'land', 'agriculture', 'infrastructure', 'development', 'area', 'transformed', 'forest', 'planting', 'landscape', 'restoration', 'natural', 'expansion', 'forest', 'owing', 'balance', 'process', 'effort', 'slow', 'deforestation', 'global', 'loss', 'forest', 'area', 'declined', 'hectare', 'hectare', 'period', 'safeguard', 'place', 'contribute', 'significantly', 'global', 'biodiversity', 'protected', 'area', 'established', 'identified', 'biodiversity', 'area', 'world', 'terrestrial', 'freshwater', 'environment', 'covered', 'protected', 'area', 'percentage', 'terrestrial', 'biodiversity', 'area', 'covered', 'protected', 'area', 'forest_area', 'protected_area', 'biodiversity_area', 'terrestrial_freshwater', 'covered_protected', 'biodiversity_area', 'covered_protected']"
622,"['period', 'freshwater', 'biodiversity', 'area', 'protected', 'mountain', 'biodiversity', 'area', 'protection', 'grown', 'focus', 'goal', 'halting', 'biodiversity', 'loss', 'come', 'critical', 'time', 'specie', 'amphibian', 'bird', 'mammal', 'sliding', 'extinction', 'according', 'international', 'union', 'conservation', 'nature', 'list', 'amphibian', 'declining', 'rapidly', 'latin', 'america', 'caribbean', 'primarily', 'result', 'chytrid', 'fungal', 'disease', 'numerous', 'wildlife', 'disease', 'rise', 'worldwide', 'greatest', 'extinction', 'risk', 'bird', 'mammal', 'south', 'eastern', 'asia', 'mainly', 'owing', 'conversion', 'lowland', 'forest', 'biodiversity_area', 'mountain_biodiversity', 'biodiversity_loss', 'latin_america', 'south_eastern']"
623,"['progress', 'sustainable', 'forest', 'management', 'combat', 'desertification', 'restore', 'degraded', 'land', 'soil', 'including', 'land', 'affected', 'desertification', 'drought', 'flood', 'strive', 'achieve', 'land', 'degradation', 'neutral', 'world', 'proportion', 'land', 'degraded', 'land', 'area', 'ensure', 'conservation', 'mountain', 'ecosystem', 'including', 'biodiversity', 'order', 'enhance', 'capacity', 'provide', 'benefit', 'essential', 'sustainable', 'development', 'coverage', 'protected', 'area', 'important', 'site', 'mountain', 'biodiversity', 'mountain', 'green', 'cover', 'decline', 'inevitable', 'extinction', 'risk', 'vertebrate', 'specie', 'having', 'reversed', 'island', 'developing', 'state', 'cook', 'island', 'fiji', 'mauritius', 'seychelles', 'tonga', 'result', 'conservation', 'action', 'past', 'decade', 'conservation', 'effort', 'thwarted', 'poaching', 'trafficking', 'wildlife', 'combat_desertification', 'degraded_land', 'drought_flood', 'land_degradation', 'degraded_land', 'order_enhance', 'sustainable_development', 'protected_area', 'mountain_biodiversity', 'island_developing', 'past_decade', 'poaching_trafficking']"
624,"['comparing', 'size', 'legal', 'trade', 'wildlife', 'product', 'transaction', 'quantity', 'wildlife', 'seized', 'seizure', 'provides', 'indication', 'scope', 'illicit', 'wildlife', 'trafficking', 'value', 'legal', 'illicit', 'wildlife', 'product', 'compared', 'example', 'value', 'recorded', 'seizure', 'crocodylus', 'genus', 'represents', 'value', 'legal', 'protected', 'export', 'specie', 'clear', 'trend', 'discernible', 'bilateral', 'support', 'biodiversity', 'amounted', 'increase', 'term', 'largest', 'recipient', 'biodiversity', 'assistance', 'philippine', 'india', 'received', 'ensure', 'conservation', 'restoration', 'sustainable', 'terrestrial', 'inland', 'freshwater', 'ecosystem', 'service', 'particular', 'forest', 'wetland', 'mountain', 'drylands', 'obligation', 'international', 'agreement', 'wildlife_product', 'wildlife_product', 'bilateral_support', 'increase_term', 'forest_wetland', 'international_agreement']"
625,"['proportion', 'important', 'site', 'terrestrial', 'freshwater', 'biodiversity', 'covered', 'protected', 'area', 'ecosystem', 'type', 'urgent', 'significant', 'action', 'reduce', 'degradation', 'natural', 'habitat', 'halt', 'loss', 'biodiversity', 'protect', 'prevent', 'extinction', 'threatened', 'specie', 'list', 'promote', 'fair', 'equitable', 'sharing', 'benefit', 'arising', 'utilization', 'genetic', 'resource', 'promote', 'appropriate', 'access', 'resource', 'internationally', 'agreed', 'number', 'country', 'adopted', 'legislative', 'administrative', 'policy', 'framework', 'ensure', 'fair', 'equitable', 'sharing', 'benefit', 'urgent', 'action', 'poaching', 'trafficking', 'protected', 'specie', 'flora', 'fauna', 'address', 'demand', 'supply', 'illegal', 'wildlife', 'product', 'proportion', 'traded', 'wildlife', 'poached', 'illicitly', 'trafficked', 'terrestrial_freshwater', 'covered_protected', 'natural_habitat', 'fair_equitable', 'sharing_benefit', 'arising_utilization', 'genetic_resource', 'internationally_agreed', 'fair_equitable', 'sharing_benefit', 'urgent_action', 'poaching_trafficking', 'wildlife_product']"
626,"['proportion', 'country', 'adopting', 'relevant', 'national', 'legislation', 'adequately', 'resourcing', 'prevention', 'control', 'invasive', 'alien', 'specie', 'integrate', 'ecosystem', 'biodiversity', 'value', 'national', 'local', 'planning', 'development', 'process', 'poverty', 'reduction', 'strategy', 'account', 'progress', 'national', 'target', 'established', 'accordance', 'aichi', 'biodiversity', 'target', 'strategic', 'plan', 'biodiversity', 'mobilize', 'significantly', 'increase', 'financial', 'resource', 'source', 'conserve', 'sustainably', 'biodiversity', 'ecosystem', 'official', 'development', 'assistance', 'public', 'expenditure', 'conservation', 'sustainable', 'biodiversity', 'ecosystem', 'mobilize', 'significant', 'resource', 'source', 'level', 'finance', 'sustainable', 'forest', 'management', 'provide', 'adequate', 'incentive', 'developing', 'country', 'advance', 'management', 'including', 'conservation', 'reforestation', 'official', 'development', 'assistance', 'public', 'expenditure', 'conservation', 'sustainable', 'biodiversity', 'ecosystem', 'invasive_alien', 'national_local', 'poverty_reduction', 'conserve_sustainably', 'official_development', 'conservation_sustainable', 'provide_adequate', 'developing_country', 'official_development', 'conservation_sustainable']"
627,"['proportion', 'traded', 'wildlife', 'poached', 'illicitly', 'trafficked', 'preserving', 'diverse', 'life', 'land', 'requires', 'targeted', 'effort', 'protect', 'restore', 'promote', 'conservation', 'sustainable', 'terrestrial', 'ecosystem', 'goal', 'focus', 'specifically', 'managing', 'forest', 'sustainably', 'restoring', 'degraded', 'land', 'successfully', 'combating', 'desertification', 'reducing', 'degraded', 'natural', 'habitat', 'ending', 'biodiversity', 'loss', 'world', 'forest', 'area', 'diminished', 'world', 'land', 'mass', 'loss', 'mainly', 'attributable', 'conversion', 'forest', 'land', 'agriculture', 'infrastructure', 'development', 'area', 'transformed', 'forest', 'planting', 'landscape', 'restoration', 'natural', 'expansion', 'forest', 'owing', 'balance', 'process', 'effort', 'slow', 'deforestation', 'global', 'loss', 'forest', 'area', 'declined', 'effort_protect', 'conservation_sustainable', 'degraded_land', 'natural_habitat', 'biodiversity_loss', 'forest_area', 'forest_area']"
628,"['hectare', 'period', 'safeguard', 'place', 'contribute', 'significantly', 'global', 'biodiversity', 'protected', 'area', 'established', 'identified', 'biodiversity', 'area', 'world', 'terrestrial', 'freshwater', 'environment', 'covered', 'protected', 'area', 'percentage', 'terrestrial', 'biodiversity', 'area', 'covered', 'protected', 'area', 'period', 'freshwater', 'biodiversity', 'area', 'protected', 'mountain', 'biodiversity', 'area', 'protection', 'grown', 'focus', 'goal', 'halting', 'biodiversity', 'loss', 'come', 'critical', 'time', 'specie', 'amphibian', 'bird', 'mammal', 'sliding', 'extinction', 'protected_area', 'biodiversity_area', 'terrestrial_freshwater', 'covered_protected', 'biodiversity_area', 'covered_protected', 'biodiversity_area', 'mountain_biodiversity', 'biodiversity_loss']"
629,"['greatest', 'extinction', 'risk', 'bird', 'mammal', 'south', 'eastern', 'asia', 'mainly', 'owing', 'conversion', 'lowland', 'forest', 'decline', 'inevitable', 'extinction', 'risk', 'vertebrate', 'specie', 'having', 'reversed', 'island', 'developing', 'state', 'cook', 'island', 'fiji', 'mauritius', 'seychelles', 'tonga', 'result', 'conservation', 'action', 'past', 'decade', 'conservation', 'effort', 'thwarted', 'poaching', 'trafficking', 'wildlife', 'specie', 'animal', 'plant', 'detected', 'illegal', 'trade', 'list', 'specie', 'international', 'protection', 'continues', 'grow', 'comparing', 'size', 'legal', 'trade', 'wildlife', 'product', 'transaction', 'quantity', 'wildlife', 'seized', 'seizure', 'provides', 'indication', 'scope', 'illicit', 'wildlife', 'trafficking', 'south_eastern', 'island_developing', 'past_decade', 'poaching_trafficking', 'specie_animal', 'wildlife_product']"
630,"['example', 'value', 'recorded', 'seizure', 'crocodylus', 'genus', 'represents', 'value', 'legal', 'protected', 'export', 'specie', 'clear', 'trend', 'discernible', 'bilateral', 'support', 'biodiversity', 'amounted', 'increase', 'term', 'largest', 'recipient', 'biodiversity', 'assistance', 'philippine', 'india', 'received', 'progress', 'preserving', 'sustainably', 'earth', 'terrestrial', 'specie', 'ecosystem', 'uneven', 'pace', 'forest', 'loss', 'slowed', 'improvement', 'continue', 'managing', 'forest', 'sustainably', 'protecting', 'area', 'important', 'biodiversity', 'declining', 'trend', 'land', 'productivity', 'biodiversity', 'loss', 'poaching', 'trafficking', 'wildlife', 'remain', 'concern', 'bilateral_support', 'increase_term', 'forest_loss', 'declining_trend', 'biodiversity_loss', 'poaching_trafficking']"
631,"['forest', 'protected', 'area', 'long', 'term', 'management', 'plan', 'voluntary', 'certification', 'annual', 'loss', 'forest', 'area', 'globally', 'proportion', 'land', 'area', 'covered', 'forest', 'decreased', 'land', 'currently', 'protection', 'cover', 'area', 'important', 'biodiversity', 'protecting', 'biodiversity', 'area', 'necessary', 'strengthen', 'natural', 'resource', 'management', 'biodiversity', 'conservation', 'worldwide', 'coverage', 'terrestrial', 'freshwater', 'mountain', 'biodiversity', 'area', 'protected', 'area', 'respectively', 'world', 'mountain', 'area', 'covered', 'green', 'vegetation', 'including', 'forest', 'shrub', 'grass', 'crop', 'protected_area', 'long_term', 'management_plan', 'forest_area', 'area_covered', 'biodiversity_area', 'natural_resource', 'terrestrial_freshwater', 'mountain_biodiversity', 'protected_area', 'mountain_area']"
632,"['fifth', 'earth', 'land', 'surface', 'covered', 'vegetation', 'showed', 'persistent', 'declining', 'trend', 'productivity', 'south', 'america', 'africa', 'affected', 'advanced', 'stage', 'land', 'degradation', 'leading', 'desertification', 'dryland', 'area', 'particularly', 'grassland', 'rangeland', 'land', 'soil', 'degradation', 'undermine', 'security', 'development', 'country', 'reversing', 'effect', 'land', 'degradation', 'desertification', 'sustainable', 'land', 'management', 'improving', 'life', 'livelihood', 'currently', 'threat', 'biodiversity', 'loss', 'continues', 'alarming', 'rate', 'according', 'list', 'extinction', 'risk', 'coral', 'increasing', 'rapidly', 'assessed', 'specie', 'group', 'owing', 'growing', 'threat', 'climate', 'change', 'local', 'impact', 'chytrid', 'fungal', 'disease', 'grave', 'concern', 'decimating', 'amphibian', 'specie', 'increasing', 'risk', 'extinction', 'fifth_earth', 'declining_trend', 'land_degradation', 'land_soil', 'land_degradation', 'biodiversity_loss', 'climate_change', 'risk_extinction']"
633,"['illicit', 'wildlife', 'market', 'complex', 'subject', 'rapid', 'fluctuation', 'demand', 'given', 'wildlife', 'product', 'grow', 'quickly', 'international', 'community', 'react', 'elephant', 'ivory', 'rosewood', 'rhinoceros', 'horn', 'comprised', 'wildlife', 'timber', 'product', 'seizure', 'global', 'community', 'committed', 'conserving', 'biodiversity', 'international', 'agreement', 'sharing', 'benefit', 'genetic', 'resource', 'fair', 'equitable', 'country', 'ratified', 'international', 'treaty', 'plant', 'genetic', 'resource', 'food', 'agriculture', 'country', 'ratified', 'nagoya', 'protocol', 'access', 'genetic', 'resource', 'fair', 'equitable', 'sharing', 'benefit', 'arising', 'utilization', 'protection', 'forest', 'terrestrial', 'ecosystem', 'rise', 'forest', 'loss', 'slowed', 'said', 'facet', 'terrestrial', 'conservation', 'continue', 'demand', 'accelerated', 'action', 'protect', 'biodiversity', 'land', 'productivity', 'genetic', 'resource', 'curtail', 'loss', 'specie', 'wildlife_product', 'international_agreement', 'sharing_benefit', 'genetic_resource', 'fair_equitable', 'plant_genetic', 'food_agriculture', 'ratified_nagoya', 'genetic_resource', 'fair_equitable', 'sharing_benefit', 'arising_utilization', 'forest_loss', 'accelerated_action', 'genetic_resource']"
634,"['hectare', 'land', 'area', 'hectare', 'land', 'area', 'rate', 'forest', 'loss', 'fifth', 'earth', 'land', 'surface', 'covered', 'vegetation', 'showed', 'persistent', 'declining', 'trend', 'productivity', 'threatening', 'livelihood', 'square', 'kilometre', 'land', 'affected', 'including', 'cropland', 'forest', 'land', 'grassland', 'rangeland', 'global', 'list', 'threatened', 'specie', 'fallen', 'indicating', 'alarming', 'trend', 'decline', 'mammal', 'bird', 'amphibian', 'coral', 'cycad', 'primary', 'driver', 'assault', 'biodiversity', 'habitat', 'loss', 'unsustainable', 'agriculture', 'deforestation', 'unsustainable', 'harvest', 'trade', 'invasive', 'alien', 'specie', 'forest_loss', 'fifth_earth', 'declining_trend', 'invasive_alien']"
635,"['bilateral', 'support', 'biodiversity', 'totalled', 'decrease', 'term', 'encouraging', 'global', 'trend', 'protecting', 'terrestrial', 'ecosystem', 'biodiversity', 'forest', 'loss', 'slowing', 'biodiversity', 'area', 'protected', 'financial', 'assistance', 'flowing', 'biodiversity', 'protection', 'target', 'sustainable', 'development', 'goal', 'unlikely', 'land', 'degradation', 'continues', 'biodiversity', 'loss', 'occurring', 'alarming', 'rate', 'invasive', 'specie', 'illicit', 'poaching', 'trafficking', 'wildlife', 'continue', 'thwart', 'effort', 'protect', 'restore', 'vital', 'ecosystem', 'specie', 'protecting', 'important', 'site', 'terrestrial', 'freshwater', 'biodiversity', 'vital', 'ensuring', 'long', 'term', 'sustainable', 'terrestrial', 'freshwater', 'natural', 'resource', 'global', 'mean', 'percentage', 'biodiversity', 'area', 'covered', 'protected', 'area', 'bilateral_support', 'forest_loss', 'biodiversity_area', 'sustainable_development', 'land_degradation', 'biodiversity_loss', 'poaching_trafficking', 'effort_protect', 'terrestrial_freshwater', 'long_term', 'terrestrial_freshwater', 'natural_resource', 'biodiversity_area', 'covered_protected']"
